NCBI GeneID,Symbol,Description,Taxonomic Name,Gene Type,Ensembl GeneIDs
128966567,LOC128966567,putative protein FAM90A24P,Homo sapiens,PROTEIN_CODING,
128966568,LOC128966568,alpha-amylase 1B,Homo sapiens,PROTEIN_CODING,
128966570,LOC128966570,alpha-amylase 1B,Homo sapiens,PROTEIN_CODING,
128966573,LOC128966573,ubiquitin carboxyl-terminal hydrolase 17-like protein 22,Homo sapiens,PROTEIN_CODING,
128966574,LOC128966574,uncharacterized LOC128966574,Homo sapiens,PROTEIN_CODING,
128966576,LOC128966576,olfactory receptor 4F17,Homo sapiens,PROTEIN_CODING,
128966578,LOC128966578,putative PRAME family member 26,Homo sapiens,PROTEIN_CODING,
128966580,LOC128966580,olfactory receptor 2G6,Homo sapiens,PROTEIN_CODING,
128966581,LOC128966581,putative ankyrin repeat domain-containing protein 30B-like,Homo sapiens,PROTEIN_CODING,
128966584,LOC128966584,putative uncharacterized protein FLJ44672,Homo sapiens,PROTEIN_CODING,
128966586,LOC128966586,pepsin A-4-like,Homo sapiens,PROTEIN_CODING,
128966590,LOC128966590,uncharacterized LOC128966590,Homo sapiens,PROTEIN_CODING,
128966591,LOC128966591,testis-specific Y-encoded protein 4-like,Homo sapiens,PROTEIN_CODING,
128966593,LOC128966593,putative protein FAM90A13P,Homo sapiens,PROTEIN_CODING,
128966594,LOC128966594,putative protein FAM90A9P,Homo sapiens,PROTEIN_CODING,ENSG00000234749
128966595,LOC128966595,testis-specific Y-encoded protein 3,Homo sapiens,PROTEIN_CODING,
128966596,LOC128966596,putative uncharacterized protein LOC388882,Homo sapiens,PROTEIN_CODING,
128966597,LOC128966597,MAL-like protein,Homo sapiens,PROTEIN_CODING,
128966598,LOC128966598,neuroblastoma breakpoint family member 1-like,Homo sapiens,PROTEIN_CODING,
128966599,LOC128966599,testis-specific Y-encoded protein 3,Homo sapiens,PROTEIN_CODING,
128966600,LOC128966600,uncharacterized LOC128966600,Homo sapiens,PROTEIN_CODING,
128966601,LOC128966601,"pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial-like",Homo sapiens,PROTEIN_CODING,
128966602,LOC128966602,putative protein FAM90A24P,Homo sapiens,PROTEIN_CODING,
128966604,LOC128966604,putative protein FAM90A13P,Homo sapiens,PROTEIN_CODING,
128966605,LOC128966605,putative protein FAM90A13P,Homo sapiens,PROTEIN_CODING,
128966606,LOC128966606,ubiquitin carboxyl-terminal hydrolase 17-like protein 22,Homo sapiens,PROTEIN_CODING,
128966607,LOC128966607,putative protein FAM90A24P,Homo sapiens,PROTEIN_CODING,
128966609,LOC128966609,putative protein FAM90A9P,Homo sapiens,PROTEIN_CODING,
128966610,LOC128966610,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1",Homo sapiens,PROTEIN_CODING,
128966611,LOC128966611,putative ankyrin repeat domain-containing protein 20A2,Homo sapiens,PROTEIN_CODING,
128966614,LOC128966614,uncharacterized LOC128966614,Homo sapiens,PROTEIN_CODING,
128966617,LOC128966617,ubiquitin carboxyl-terminal hydrolase 17-like protein 22,Homo sapiens,PROTEIN_CODING,
128966618,LOC128966618,ubiquitin carboxyl-terminal hydrolase 17-like protein 22,Homo sapiens,PROTEIN_CODING,
128966619,LOC128966619,ubiquitin carboxyl-terminal hydrolase 17-like protein 22,Homo sapiens,PROTEIN_CODING,
128966620,LOC128966620,ubiquitin carboxyl-terminal hydrolase 17-like protein 22,Homo sapiens,PROTEIN_CODING,
128966621,LOC128966621,ubiquitin carboxyl-terminal hydrolase 17-like protein 22,Homo sapiens,PROTEIN_CODING,
128966622,LOC128966622,putative protein N-methyltransferase FAM86B2,Homo sapiens,PROTEIN_CODING,
128966624,LOC128966624,C-type lectin domain family 18 member C-like,Homo sapiens,PROTEIN_CODING,
128966625,LOC128966625,putative exonuclease GOR,Homo sapiens,PROTEIN_CODING,
128966626,LOC128966626,ubiquitin carboxyl-terminal hydrolase 17-like protein 11,Homo sapiens,PROTEIN_CODING,
128966627,LOC128966627,tubulin-specific chaperone D-like,Homo sapiens,PROTEIN_CODING,
128966630,LOC128966630,putative exonuclease GOR,Homo sapiens,PROTEIN_CODING,
128966632,LOC128966632,serine/threonine-protein kinase SMG1-like,Homo sapiens,PROTEIN_CODING,
128966634,LOC128966634,ribosome biogenesis protein BMS1 homolog,Homo sapiens,PROTEIN_CODING,
128966636,LOC128966636,forkhead box protein D4-like 4,Homo sapiens,PROTEIN_CODING,
128966637,LOC128966637,putative POM121-like protein 1-like,Homo sapiens,PROTEIN_CODING,
128966641,LOC128966641,putative POM121-like protein 1,Homo sapiens,PROTEIN_CODING,
128966642,LOC128966642,putative uncharacterized protein FLJ92257,Homo sapiens,PROTEIN_CODING,
128966644,LOC128966644,uncharacterized LOC128966644,Homo sapiens,PROTEIN_CODING,
128966645,LOC128966645,putative ATP-dependent RNA helicase DDX12,Homo sapiens,PROTEIN_CODING,
128966647,LOC128966647,testis-specific Y-encoded protein 3,Homo sapiens,PROTEIN_CODING,
128966655,LOC128966655,testis-specific Y-encoded protein 3,Homo sapiens,PROTEIN_CODING,
128966656,LOC128966656,testis-specific Y-encoded protein 8-like,Homo sapiens,PROTEIN_CODING,
128966661,LOC128966661,putative exonuclease GOR,Homo sapiens,PROTEIN_CODING,
128966663,LOC128966663,uncharacterized LOC128966663,Homo sapiens,PROTEIN_CODING,
128966665,LOC128966665,putative TAF11-like protein ENSP00000332601,Homo sapiens,PROTEIN_CODING,
128966670,LOC128966670,inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 7,Homo sapiens,PROTEIN_CODING,
128966671,LOC128966671,putative TAF11-like protein ENSP00000332601,Homo sapiens,PROTEIN_CODING,
128966672,LOC128966672,putative TAF11-like protein ENSP00000332601,Homo sapiens,PROTEIN_CODING,
128966673,LOC128966673,putative TAF11-like protein ENSP00000332601,Homo sapiens,PROTEIN_CODING,
128966674,LOC128966674,COBW domain-containing protein 5-like,Homo sapiens,PROTEIN_CODING,
128966677,LOC128966677,uncharacterized LOC128966677,Homo sapiens,PROTEIN_CODING,
128966678,LOC128966678,uncharacterized LOC128966678,Homo sapiens,PROTEIN_CODING,
128966679,LOC128966679,uncharacterized LOC128966679,Homo sapiens,PROTEIN_CODING,
128966680,LOC128966680,serine/threonine-protein kinase SMG1-like,Homo sapiens,PROTEIN_CODING,
128966681,LOC128966681,putative L-type amino acid transporter 1-like protein IMAA,Homo sapiens,PROTEIN_CODING,
128966683,LOC128966683,translation initiation factor IF-2-like,Homo sapiens,PROTEIN_CODING,
128966684,LOC128966684,uncharacterized LOC128966684,Homo sapiens,PROTEIN_CODING,
128966688,LOC128966688,translation initiation factor IF-2-like,Homo sapiens,PROTEIN_CODING,
128966689,LOC128966689,PE-PGRS family protein PE_PGRS30-like,Homo sapiens,PROTEIN_CODING,
128966691,LOC128966691,putative uncharacterized protein LOC388882,Homo sapiens,PROTEIN_CODING,
128966692,LOC128966692,putative uncharacterized protein LOC388882,Homo sapiens,PROTEIN_CODING,
128966694,LOC128966694,uncharacterized LOC128966694,Homo sapiens,PROTEIN_CODING,
128966702,LOC128966702,paraneoplastic antigen-like protein 6A,Homo sapiens,PROTEIN_CODING,
128966704,LOC128966704,uncharacterized LOC128966704,Homo sapiens,PROTEIN_CODING,
128966709,LOC128966709,putative ubiquitin-conjugating enzyme E2Q2-like protein,Homo sapiens,PROTEIN_CODING,
128966711,LOC128966711,uncharacterized LOC128966711,Homo sapiens,PROTEIN_CODING,
128966712,LOC128966712,mitochondrial import receptor subunit TOM5 homolog,Homo sapiens,PROTEIN_CODING,
128966717,LOC128966717,translation initiation factor IF-2-like,Homo sapiens,PROTEIN_CODING,
128966722,LOC128966722,putative killer cell immunoglobulin-like receptor like protein KIR3DP1,Homo sapiens,PROTEIN_CODING,
128966723,LOC128966723,nuclear pore complex-interacting protein family member A5-like,Homo sapiens,PROTEIN_CODING,
128966724,LOC128966724,uncharacterized LOC128966724,Homo sapiens,PROTEIN_CODING,
128966726,LOC128966726,mitochondrial import receptor subunit TOM5 homolog,Homo sapiens,PROTEIN_CODING,
128966727,LOC128966727,putative killer cell immunoglobulin-like receptor like protein KIR3DP1,Homo sapiens,PROTEIN_CODING,
128966728,LOC128966728,putative killer cell immunoglobulin-like receptor like protein KIR3DP1,Homo sapiens,PROTEIN_CODING,
128966729,LOC128966729,putative killer cell immunoglobulin-like receptor like protein KIR3DP1,Homo sapiens,PROTEIN_CODING,
128966730,LOC128966730,putative killer cell immunoglobulin-like receptor like protein KIR3DP1,Homo sapiens,PROTEIN_CODING,
128966731,LOC128966731,putative killer cell immunoglobulin-like receptor like protein KIR3DP1,Homo sapiens,PROTEIN_CODING,
128966732,LOC128966732,putative killer cell immunoglobulin-like receptor like protein KIR3DP1,Homo sapiens,PROTEIN_CODING,
128966733,LOC128966733,putative killer cell immunoglobulin-like receptor like protein KIR3DP1,Homo sapiens,PROTEIN_CODING,
128966736,LOC128966736,uncharacterized LOC128966736,Homo sapiens,PROTEIN_CODING,
128966737,LOC128966737,uncharacterized LOC128966737,Homo sapiens,PROTEIN_CODING,
128966740,LOC128966740,uncharacterized LOC128966740,Homo sapiens,PROTEIN_CODING,
128966742,LOC128966742,uncharacterized LOC128966742,Homo sapiens,PROTEIN_CODING,
128966744,LOC128966744,"glycerol-3-phosphate acyltransferase 2, mitochondrial",Homo sapiens,PROTEIN_CODING,
128966746,LOC128966746,early nodulin-20-like,Homo sapiens,PROTEIN_CODING,
128966756,LOC128966756,translation initiation factor IF-2-like,Homo sapiens,PROTEIN_CODING,
128966759,LOC128966759,uncharacterized LOC128966759,Homo sapiens,PROTEIN_CODING,
128966761,LOC128966761,uncharacterized LOC128966761,Homo sapiens,PROTEIN_CODING,
128966762,LOC128966762,extensin-like,Homo sapiens,PROTEIN_CODING,
128966764,LOC128966764,putative uncharacterized protein FLJ44672,Homo sapiens,PROTEIN_CODING,
128966767,LOC128966767,putative protein FAM90A24P,Homo sapiens,PROTEIN_CODING,
128966769,LOC128966769,translation initiation factor IF-2-like,Homo sapiens,PROTEIN_CODING,
128966772,LOC128966772,uncharacterized LOC128966772,Homo sapiens,PROTEIN_CODING,
128966780,LOC128966780,DNA-directed RNA polymerase II subunit RPB1-like,Homo sapiens,PROTEIN_CODING,
128966781,LOC128966781,histone-lysine N-methyltransferase 2C-like,Homo sapiens,PROTEIN_CODING,
128966782,LOC128966782,uncharacterized LOC128966782,Homo sapiens,PROTEIN_CODING,
128966784,LOC128966784,pollen-specific leucine-rich repeat extensin-like protein 3,Homo sapiens,PROTEIN_CODING,
129530,LYG1,lysozyme g1,Homo sapiens,PROTEIN_CODING,ENSG00000144214
129852,C2orf73,chromosome 2 open reading frame 73,Homo sapiens,PROTEIN_CODING,ENSG00000177994
129881,CFAP210,cilia and flagella associated protein 210,Homo sapiens,PROTEIN_CODING,ENSG00000154479
130075,OR9A4,olfactory receptor family 9 subfamily A member 4,Homo sapiens,PROTEIN_CODING,ENSG00000258083
130134321,LOC130134321,SLX1A-like,Homo sapiens,PROTEIN_CODING,
130160541,LOC130160541,uncharacterized LOC130160541,Homo sapiens,PROTEIN_CODING,
130160542,LOC130160542,putative TAF11-like protein ENSP05220060156,Homo sapiens,PROTEIN_CODING,
130160543,LOC130160543,putative TAF11-like protein ENSP05220103540,Homo sapiens,PROTEIN_CODING,
130160544,LOC130160544,putative TAF11-like protein ENSP05220103539,Homo sapiens,PROTEIN_CODING,
130160545,LOC130160545,putative TAF11-like protein ENSP05220103537,Homo sapiens,PROTEIN_CODING,
130160546,LOC130160546,putative TAF11-like protein ENSP05220103536,Homo sapiens,PROTEIN_CODING,
130160547,LOC130160547,putative TAF11-like protein ENSP05220103535,Homo sapiens,PROTEIN_CODING,
130160548,LOC130160548,putative TAF11-like protein ENSP05220103534,Homo sapiens,PROTEIN_CODING,
130160549,LOC130160549,putative TAF11-like protein ENSP05220103533,Homo sapiens,PROTEIN_CODING,
130355,C2orf76,chromosome 2 open reading frame 76,Homo sapiens,PROTEIN_CODING,ENSG00000186132
130502,TTC32,tetratricopeptide repeat domain 32,Homo sapiens,PROTEIN_CODING,ENSG00000183891
130560,SPATA3,spermatogenesis associated 3,Homo sapiens,PROTEIN_CODING,ENSG00000173699
130612,TMEM198,transmembrane protein 198,Homo sapiens,PROTEIN_CODING,ENSG00000188760
130733,TMEM178A,transmembrane protein 178A,Homo sapiens,PROTEIN_CODING,ENSG00000152154
130752,MDH1B,malate dehydrogenase 1B,Homo sapiens,PROTEIN_CODING,ENSG00000138400
130813,C2orf50,chromosome 2 open reading frame 50,Homo sapiens,PROTEIN_CODING,ENSG00000150873
130814,SLC66A3,solute carrier family 66 member 3,Homo sapiens,PROTEIN_CODING,ENSG00000162976
130940,CCDC148,coiled-coil domain containing 148,Homo sapiens,PROTEIN_CODING,ENSG00000153237
131408,FAM131A,family with sequence similarity 131 member A,Homo sapiens,PROTEIN_CODING,ENSG00000175182
131583,FAM43A,family with sequence similarity 43 member A,Homo sapiens,PROTEIN_CODING,ENSG00000185112
131616,TMEM42,transmembrane protein 42,Homo sapiens,PROTEIN_CODING,ENSG00000169964
131675794,NPIPA6,"nuclear pore complex interacting protein family, member A6",Homo sapiens,PROTEIN_CODING,ENSG00000183889
131768270,LOC131768270,uncharacterized LOC131768270,Homo sapiens,PROTEIN_CODING,
131831,ERICH6,glutamate rich 6,Homo sapiens,PROTEIN_CODING,ENSG00000163645
132141,IQCF1,IQ motif containing F1,Homo sapiens,PROTEIN_CODING,ENSG00000173389
132200,C3orf49,chromosome 3 open reading frame 49,Homo sapiens,PROTEIN_CODING,ENSG00000163632
132228,LSMEM2,leucine rich single-pass membrane protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000179564
132332,SMIM43,small integral membrane protein 43,Homo sapiens,PROTEIN_CODING,ENSG00000164112
132989,C4orf36,chromosome 4 open reading frame 36,Homo sapiens,PROTEIN_CODING,ENSG00000163633
133491,C5orf47,chromosome 5 open reading frame 47,Homo sapiens,PROTEIN_CODING,ENSG00000185056
133558,MROH2B,maestro heat like repeat family member 2B,Homo sapiens,PROTEIN_CODING,ENSG00000171495
133874,C5orf58,chromosome 5 open reading frame 58,Homo sapiens,PROTEIN_CODING,ENSG00000234511
133923,ZNF474,zinc finger protein 474,Homo sapiens,PROTEIN_CODING,ENSG00000164185
133957,CCDC127,coiled-coil domain containing 127,Homo sapiens,PROTEIN_CODING,ENSG00000164366
134083,OR2Y1,olfactory receptor family 2 subfamily Y member 1,Homo sapiens,PROTEIN_CODING,ENSG00000174339
134121,CFAP90,cilia and flagella associated protein 90,Homo sapiens,PROTEIN_CODING,ENSG00000215217
134187,POU5F2,"POU domain class 5, transcription factor 2",Homo sapiens,PROTEIN_CODING,ENSG00000248483
134285,TMEM171,transmembrane protein 171,Homo sapiens,PROTEIN_CODING,ENSG00000157111
134548,SOWAHA,sosondowah ankyrin repeat domain family member A,Homo sapiens,PROTEIN_CODING,ENSG00000198944
135924,OR9A2,olfactory receptor family 9 subfamily A member 2,Homo sapiens,PROTEIN_CODING,ENSG00000179468
135941,OR2A14,olfactory receptor family 2 subfamily A member 14,Homo sapiens,PROTEIN_CODING,ENSG00000221938
135946,OR6B1,olfactory receptor family 6 subfamily B member 1,Homo sapiens,PROTEIN_CODING,ENSG00000221813
135948,OR2F2,olfactory receptor family 2 subfamily F member 2,Homo sapiens,PROTEIN_CODING,ENSG00000221910
136157,SSU72L6,SSU72 like 6,Homo sapiens,PROTEIN_CODING,ENSG00000230268
136242,PRSS37,serine protease 37,Homo sapiens,PROTEIN_CODING,ENSG00000165076
136263,SSMEM1,serine rich single-pass membrane protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000165120
136288,C7orf57,chromosome 7 open reading frame 57,Homo sapiens,PROTEIN_CODING,ENSG00000164746
136541,PRSS58,serine protease 58,Homo sapiens,PROTEIN_CODING,ENSG00000258223
137209,ZNF572,zinc finger protein 572,Homo sapiens,PROTEIN_CODING,ENSG00000180938
137797,LYPD2,LY6/PLAUR domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000197353
138240,C9orf57,chromosome 9 open reading frame 57,Homo sapiens,PROTEIN_CODING,ENSG00000204669
138241,C9orf85,chromosome 9 open reading frame 85,Homo sapiens,PROTEIN_CODING,ENSG00000155621
138724,SPATA31G1,SPATA31 subfamily G member 1,Homo sapiens,PROTEIN_CODING,ENSG00000174038
138799,OR13C5,olfactory receptor family 13 subfamily C member 5,Homo sapiens,PROTEIN_CODING,ENSG00000277556
138802,OR13C8,olfactory receptor family 13 subfamily C member 8,Homo sapiens,PROTEIN_CODING,ENSG00000186943
138803,OR13C3,olfactory receptor family 13 subfamily C member 3,Homo sapiens,PROTEIN_CODING,ENSG00000204246
138804,OR13C4,olfactory receptor family 13 subfamily C member 4,Homo sapiens,PROTEIN_CODING,ENSG00000148136
138805,OR13F1,olfactory receptor family 13 subfamily F member 1,Homo sapiens,PROTEIN_CODING,ENSG00000186881
138881,OR1L8,olfactory receptor family 1 subfamily L member 8,Homo sapiens,PROTEIN_CODING,ENSG00000171496
138882,OR1N2,olfactory receptor family 1 subfamily N member 2,Homo sapiens,PROTEIN_CODING,ENSG00000171501
138883,OR1N1,olfactory receptor family 1 subfamily N member 1,Homo sapiens,PROTEIN_CODING,ENSG00000171505
139170,DCAF12L1,DDB1 and CUL4 associated factor 12 like 1,Homo sapiens,PROTEIN_CODING,ENSG00000198889
139420,PPP4R3C,protein phosphatase 4 regulatory subunit 3C,Homo sapiens,PROTEIN_CODING,ENSG00000224960
139425,DCAF8L1,DDB1 and CUL4 associated factor 8 like 1,Homo sapiens,PROTEIN_CODING,ENSG00000226372
139735,ZFP92,ZFP92 zinc finger protein,Homo sapiens,PROTEIN_CODING,ENSG00000189420
139793,PAGE3,PAGE family member 3,Homo sapiens,PROTEIN_CODING,ENSG00000204279
139886,SPIN4,spindlin family member 4,Homo sapiens,PROTEIN_CODING,ENSG00000186767
140432,RNF113B,ring finger protein 113B,Homo sapiens,PROTEIN_CODING,ENSG00000139797
140680,C20orf96,chromosome 20 open reading frame 96,Homo sapiens,PROTEIN_CODING,ENSG00000196476
140687,GCNT7,glucosaminyl (N-acetyl) transferase family member 7,Homo sapiens,PROTEIN_CODING,ENSG00000124091
140700,SAMD10,sterile alpha motif domain containing 10,Homo sapiens,PROTEIN_CODING,ENSG00000130590
140701,ABHD16B,abhydrolase domain containing 16B,Homo sapiens,PROTEIN_CODING,ENSG00000183260
140706,CCM2L,CCM2 like scaffold protein,Homo sapiens,PROTEIN_CODING,ENSG00000101331
140711,TLDC2,TBC/LysM-associated domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000101342
140731,ANKRD60,ankyrin repeat domain 60,Homo sapiens,PROTEIN_CODING,ENSG00000124227
140831,ZSWIM3,zinc finger SWIM-type containing 3,Homo sapiens,PROTEIN_CODING,ENSG00000132801
140832,WFDC10A,WAP four-disulfide core domain 10A,Homo sapiens,PROTEIN_CODING,ENSG00000180305
140856,SCP2D1,SCP2 sterol binding domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000132631
140870,WFDC6,WAP four-disulfide core domain 6,Homo sapiens,PROTEIN_CODING,ENSG00000243543
140873,C20orf173,chromosome 20 open reading frame 173,Homo sapiens,PROTEIN_CODING,ENSG00000125975
140876,RIPOR3,RIPOR family member 3,Homo sapiens,PROTEIN_CODING,ENSG00000042062
140893,RBBP8NL,RBBP8 N-terminal like,Homo sapiens,PROTEIN_CODING,ENSG00000130701
140894,CNBD2,cyclic nucleotide binding domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000149646
142686,ASB14,ankyrin repeat and SOCS box containing 14,Homo sapiens,PROTEIN_CODING,ENSG00000239388
142827,ACSM6,acyl-CoA synthetase medium chain family member 6,Homo sapiens,PROTEIN_CODING,ENSG00000173124
142910,LIPJ,lipase family member J,Homo sapiens,PROTEIN_CODING,ENSG00000204022
143282,FGFBP3,fibroblast growth factor binding protein 3,Homo sapiens,PROTEIN_CODING,ENSG00000174721
143379,SPMIP5,sperm microtubule inner protein 5,Homo sapiens,PROTEIN_CODING,ENSG00000165863
143502,OR52I2,olfactory receptor family 52 subfamily I member 2,Homo sapiens,PROTEIN_CODING,ENSG00000226288
143506,SSU72L3,SSU72 like 3,Homo sapiens,PROTEIN_CODING,ENSG00000284546
143630,UBQLNL,ubiquilin like,Homo sapiens,PROTEIN_CODING,ENSG00000175518
143678,FREY1,Frey regulator of sperm-oocyte fusion 1,Homo sapiens,PROTEIN_CODING,ENSG00000234776
144363,ETFRF1,electron transfer flavoprotein regulatory factor 1,Homo sapiens,PROTEIN_CODING,ENSG00000205707
144448,TSPAN19,tetraspanin 19,Homo sapiens,PROTEIN_CODING,ENSG00000231738
144535,CFAP54,cilia and flagella associated protein 54,Homo sapiens,PROTEIN_CODING,ENSG00000188596
144608,C12orf60,chromosome 12 open reading frame 60,Homo sapiens,PROTEIN_CODING,ENSG00000182993
144809,FAM216B,family with sequence similarity 216 member B,Homo sapiens,PROTEIN_CODING,ENSG00000179813
145376,PPP1R36,protein phosphatase 1 regulatory subunit 36,Homo sapiens,PROTEIN_CODING,ENSG00000165807
145447,ABHD12B,abhydrolase domain containing 12B,Homo sapiens,PROTEIN_CODING,ENSG00000131969
145497,LRRC74A,leucine rich repeat containing 74A,Homo sapiens,PROTEIN_CODING,ENSG00000100565
145748,LYSMD4,LysM domain containing 4,Homo sapiens,PROTEIN_CODING,ENSG00000183060
145788,PIERCE2,piercer of microtubule wall 2,Homo sapiens,PROTEIN_CODING,ENSG00000261652
145814,PGPEP1L,pyroglutamyl-peptidase I like,Homo sapiens,PROTEIN_CODING,ENSG00000183571
145853,C15orf61,chromosome 15 open reading frame 61,Homo sapiens,PROTEIN_CODING,ENSG00000189227
146177,VWA3A,von Willebrand factor A domain containing 3A,Homo sapiens,PROTEIN_CODING,ENSG00000175267
146212,KCTD19,potassium channel tetramerization domain containing 19,Homo sapiens,PROTEIN_CODING,ENSG00000168676
146310,RNF151,ring finger protein 151,Homo sapiens,PROTEIN_CODING,ENSG00000179580
146325,PRR35,proline rich 35,Homo sapiens,PROTEIN_CODING,ENSG00000161992
146429,SLC22A31,solute carrier family 22 member 31,Homo sapiens,PROTEIN_CODING,ENSG00000259803
146456,TMED6,transmembrane p24 trafficking protein 6,Homo sapiens,PROTEIN_CODING,ENSG00000157315
146540,ZNF785,zinc finger protein 785,Homo sapiens,PROTEIN_CODING,ENSG00000197162
146542,ZNF688,zinc finger protein 688,Homo sapiens,PROTEIN_CODING,ENSG00000229809
146562,DNAAF8,dynein axonemal assembly factor 8,Homo sapiens,PROTEIN_CODING,ENSG00000166246
146822,CDRT15,CMT1A duplicated region transcript 15,Homo sapiens,PROTEIN_CODING,ENSG00000223510
146853,C17orf50,chromosome 17 open reading frame 50,Homo sapiens,PROTEIN_CODING,ENSG00000270806
146861,SLC35G3,solute carrier family 35 member G3,Homo sapiens,PROTEIN_CODING,ENSG00000164729
147463,ANKRD29,ankyrin repeat domain 29,Homo sapiens,PROTEIN_CODING,ENSG00000154065
147646,C19orf84,chromosome 19 open reading frame 84,Homo sapiens,PROTEIN_CODING,ENSG00000262874
147658,ZNF534,zinc finger protein 534,Homo sapiens,PROTEIN_CODING,ENSG00000198633
147660,ZNF578,zinc finger protein 578,Homo sapiens,PROTEIN_CODING,ENSG00000258405
147670,SMIM17,small integral membrane protein 17,Homo sapiens,PROTEIN_CODING,ENSG00000268182
147685,C19orf18,chromosome 19 open reading frame 18,Homo sapiens,PROTEIN_CODING,ENSG00000177025
147694,ZNF548,zinc finger protein 548,Homo sapiens,PROTEIN_CODING,ENSG00000188785
147699,PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",Homo sapiens,PROTEIN_CODING,ENSG00000213889
147710,IGSF23,immunoglobulin superfamily member 23,Homo sapiens,PROTEIN_CODING,ENSG00000216588
147719,LYPD4,LY6/PLAUR domain containing 4,Homo sapiens,PROTEIN_CODING,ENSG00000273111
147741,ZNF560,zinc finger protein 560,Homo sapiens,PROTEIN_CODING,ENSG00000198028
147744,TMEM190,transmembrane protein 190,Homo sapiens,PROTEIN_CODING,ENSG00000160472
147837,ZNF563,zinc finger protein 563,Homo sapiens,PROTEIN_CODING,ENSG00000188868
147949,ZNF583,zinc finger protein 583,Homo sapiens,PROTEIN_CODING,ENSG00000198440
147965,FAM98C,family with sequence similarity 98 member C,Homo sapiens,PROTEIN_CODING,ENSG00000130244
148003,LGALS16,galectin 16,Homo sapiens,PROTEIN_CODING,ENSG00000249861
148103,ZNF599,zinc finger protein 599,Homo sapiens,PROTEIN_CODING,ENSG00000153896
148109,FAM187B,family with sequence similarity 187 member B,Homo sapiens,PROTEIN_CODING,ENSG00000177558
148137,PROSER3,proline and serine rich 3,Homo sapiens,PROTEIN_CODING,ENSG00000167595
148156,ZNF558,zinc finger protein 558,Homo sapiens,PROTEIN_CODING,ENSG00000167785
148203,ZNF738,zinc finger protein 738,Homo sapiens,PROTEIN_CODING,ENSG00000172687
148206,ZNF714,zinc finger protein 714,Homo sapiens,PROTEIN_CODING,ENSG00000160352
148213,ZNF681,zinc finger protein 681,Homo sapiens,PROTEIN_CODING,ENSG00000196172
148268,ZNF570,zinc finger protein 570,Homo sapiens,PROTEIN_CODING,ENSG00000171827
148345,C1orf127,chromosome 1 open reading frame 127,Homo sapiens,PROTEIN_CODING,ENSG00000175262
148418,SAMD13,sterile alpha motif domain containing 13,Homo sapiens,PROTEIN_CODING,ENSG00000203943
148534,TLCD4,TLC domain containing 4,Homo sapiens,PROTEIN_CODING,ENSG00000152078
148545,NBPF4,NBPF member 4,Homo sapiens,PROTEIN_CODING,ENSG00000196427
148641,SLC35F3,solute carrier family 35 member F3,Homo sapiens,PROTEIN_CODING,ENSG00000183780
148823,GCSAML,germinal center associated signaling and motility like,Homo sapiens,PROTEIN_CODING,ENSG00000169224
149069,DCDC2B,doublecortin domain containing 2B,Homo sapiens,PROTEIN_CODING,ENSG00000222046
149175,MANEAL,mannosidase endo-alpha like,Homo sapiens,PROTEIN_CODING,ENSG00000185090
149281,NTMT2,N-terminal Xaa-Pro-Lys N-methyltransferase 2,Homo sapiens,PROTEIN_CODING,ENSG00000203740
149297,FAM78B,family with sequence similarity 78 member B,Homo sapiens,PROTEIN_CODING,ENSG00000188859
149473,CCDC24,coiled-coil domain containing 24,Homo sapiens,PROTEIN_CODING,ENSG00000159214
149478,BTBD19,BTB domain containing 19,Homo sapiens,PROTEIN_CODING,ENSG00000222009
149483,CCDC17,coiled-coil domain containing 17,Homo sapiens,PROTEIN_CODING,ENSG00000159588
149499,LRRC71,leucine rich repeat containing 71,Homo sapiens,PROTEIN_CODING,ENSG00000160838
149643,SPATA45,spermatogenesis associated 45,Homo sapiens,PROTEIN_CODING,ENSG00000185523
149647,GARIN4,golgi associated RAB2 interactor family member 4,Homo sapiens,PROTEIN_CODING,ENSG00000162771
149699,GTSF1L,gametocyte specific factor 1 like,Homo sapiens,PROTEIN_CODING,ENSG00000124196
150160,CCT8L2,chaperonin containing TCP1 subunit 8 like 2,Homo sapiens,PROTEIN_CODING,ENSG00000198445
150248,C22orf15,chromosome 22 open reading frame 15,Homo sapiens,PROTEIN_CODING,ENSG00000169314
150350,ENTHD1,ENTH domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000176177
150383,CDPF1,cysteine rich DPF motif domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000205643
150590,C2orf15,chromosome 2 open reading frame 15,Homo sapiens,PROTEIN_CODING,ENSG00000273045
150681,OR6B3,olfactory receptor family 6 subfamily B member 3,Homo sapiens,PROTEIN_CODING,ENSG00000178586
